date,symbol,open,high,low,close,volume,volume To
2018-01-18,BTCGBP,8182.18,8833.79,7847.4,8240,937.65,7916143.45
2018-01-17,BTCGBP,8427.32,8900,6550.02,8182.18,2060.41,15734855.56
2018-01-16,BTCGBP,10000.11,10032.39,7250,8427.32,2011.27,17204185.49
2018-01-15,BTCGBP,10079.99,10479.72,9900.11,10000.11,377.09,3836685.91
2018-01-14,BTCGBP,10488.89,10573.14,9731.48,10079.99,424.44,4248228.15
2018-01-13,BTCGBP,10214.32,10710,10125.18,10488.89,328.65,3451154.41
2018-01-12,BTCGBP,9977.24,10495.02,9603.46,10214.32,480.3,4873205.4
2018-01-11,BTCGBP,10922.18,10940.53,9594.43,9977.24,789.67,8023576.35
2018-01-10,BTCGBP,10826,10924.18,10165.26,10922.18,640.85,6784280.38
2018-01-09,BTCGBP,11215.05,11498.73,10682.22,10826,495.47,5468771.11
2018-01-08,BTCGBP,12088.43,12173.75,10380,11215.05,744.85,8381995.32
2018-01-07,BTCGBP,12726,12729,11751.79,12088.43,392.85,4812361.09
2018-01-06,BTCGBP,12649.98,12792.47,12150.02,12726,434.5,5410927.85
2018-01-05,BTCGBP,11275.87,12723,11050.01,12649.98,567.96,6792018.03
2018-01-04,BTCGBP,11325.48,11543.18,10653.01,11275.87,658.82,7281913.25
2018-01-03,BTCGBP,11033.29,11481.97,10917.98,11325.48,570.64,6395617.66
2018-01-02,BTCGBP,10120.72,11333.81,9621.28,11033.29,669.7,7067583.0
2018-01-01,BTCGBP,10424.99,10424.99,9707,10120.72,378.96,3803058.86
2017-12-31,BTCGBP,9644.65,10697.97,9505.34,10424.99,515.8,5189708.07
2017-12-30,BTCGBP,10940.62,10966.88,9300,9644.65,837.37,8373244.3
2017-12-29,BTCGBP,10865,11307.5,10511.12,10940.62,428.99,4664181.3
2017-12-28,BTCGBP,11654.41,11688.5,10160,10865,740.69,7918325.14
2017-12-27,BTCGBP,11977.59,12499,11005.95,11654.41,775.64,9017541.33
2017-12-26,BTCGBP,10754.5,12250,10743.98,11977.59,454.06,5341804.5
